"quadrat_id","species_ids"
"CBN-PdlC-E3-20130807","[1359511, 1361281, 1361284, 1361347, 1362023, 1388766, 1391666, 1392268, 1392299, 1395807]"
"CBN-PdlC-F3-20130807","[1360874, 1388766, 1391120, 1394366, 1395643, 1395807, 1396733, 1396974, 1400188, 1738627]"
"CBN-PdlC-F4-20130807","[1359835, 1360269, 1360864, 1360874, 1364071, 1395807, 1396970, 1397123, 1397423, 1397524]"
"CBN-PdlC-F6-20130807","[1359511, 1361043, 1361055, 1363282, 1390793, 1390815, 1390837, 1394414, 1394416, 1397528]"
"CBN-PdlC-C1-20130807","[1360140, 1360874, 1364066, 1364067, 1388915, 1393708, 1394725, 1395807, 1397048, 1414270]"
"CBN-PdlC-E4-20130807","[1360269, 1360874, 1363740, 1388766, 1392747, 1393253, 1395807, 1396733, 1396858, 1397123]"
"CBN-PdlC-E2-20130807","[1360269, 1361801, 1391797, 1394366, 1395807, 1395868, 1395870, 1396733, 1418688, 1741880]"
"CBN-PdlC-C5-20130807","[1360140, 1360269, 1363740, 1392628, 1395807, 1395870, 1396858, 1397042, 1418688, 1741880]"
"CBN-PdlC-C4-20130807","[1360269, 1360864, 1360874, 1363630, 1394911, 1395807, 1395868, 1395870, 1418688, 1721018]"
"CBN-PdlC-C3-20130807","[1360864, 1360874, 1360878, 1364066, 1388766, 1395807, 1395870, 1396858, 1418688, 1741880]"
"CBN-PdlC-A1-20130807","[1361367, 1362331, 1388766, 1389627, 1391120, 1393679, 1396974, 1397528, 1400188, 1412857]"
"CBN-PdlC-A2-20130807","[1389627, 1395718, 1395807, 1395870, 1395949, 1395973, 1396015, 1396016, 1396094, 1397500]"
"CBN-PdlC-E1-20130807","[1388766, 1392241, 1392608, 1392611, 1395807, 1396733, 1396974, 1397043, 1397528, 1400188]"
"CBN-PdlC-A3-20130807","[1360874, 1363738, 1388766, 1391797, 1394598, 1394911, 1395807, 1396733, 1396974, 1412857]"
"CBN-PdlC-D6-20130807","[1360140, 1360269, 1360874, 1388766, 1394911, 1395807, 1395870, 1396974, 1418688, 1741880]"
"CBN-PdlC-A5-20130807","[1360140, 1360269, 1360874, 1362729, 1364071, 1393253, 1393708, 1395807, 1395870, 1397042]"
"CBN-PdlC-A4-20130807","[1360299, 1360748, 1390899, 1392614, 1393213, 1395807, 1395868, 1396974, 1397500, 1397547]"
"CBN-PdlC-D4-20130807","[1360140, 1362729, 1395807, 1395870, 1397042, 1397471, 1397500, 1418688, 1667445, 1741880]"
"CBN-PdlC-A6-20130807","[1358517, 1360269, 1391652, 1391654, 1395190, 1395870, 1397475, 1622901, 1737701, 1741661]"
"CBN-PdlC-B4-20130807","[1358517, 1360269, 1391797, 1395190, 1395718, 1395870, 1397475, 1418688, 1737701, 1741661]"
"CBN-PdlC-B1-20130807","[1360299, 1360874, 1391797, 1392608, 1392611, 1393200, 1394840, 1395807, 1395868, 1396733]"
"CBN-PdlC-D1-20130807","[1360140, 1360269, 1388766, 1393708, 1393810, 1395807, 1395868, 1396094, 1397528, 1741880]"
"CBN-PdlC-C6-20130807","[1360140, 1360269, 1360874, 1362729, 1394911, 1395807, 1395870, 1396858, 1397500, 1741880]"
"CBN-PdlC-D5-20130807","[1359511, 1360140, 1360269, 1360874, 1363740, 1393708, 1395807, 1395870, 1418688, 1741880]"
"CBN-Pla-C6-20130808","[1388766, 1391734, 1394366, 1394540, 1395807, 1395868, 1395870, 1396733, 1396974, 1397500]"
"CBN-Pla-A4-20130808","[1360269, 1391120, 1395807, 1395870, 1396094, 1396733, 1396974, 1397500, 1418688, 1741880]"
"CBN-Pla-A3-20130808","[1360269, 1360874, 1393253, 1395807, 1395868, 1395870, 1396733, 1397123, 1397500, 1397528]"
"CBN-Pla-D4-20130808","[1360269, 1360874, 1391120, 1395807, 1395868, 1395870, 1396974, 1397123, 1397528, 1741880]"
"CBN-Pla-C5-20130808","[1361347, 1390793, 1390899, 1390904, 1391120, 1395807, 1395868, 1396733, 1396974, 1397528]"
"CBN-Pla-A2-20130808","[1388766, 1391120, 1394366, 1395807, 1395868, 1396733, 1396974, 1397500, 1397528, 1418688]"
"CBN-Pla-A1-20130808","[1388766, 1391120, 1393824, 1394540, 1395807, 1395868, 1395870, 1396733, 1396974, 1418688]"
"CBN-Pla-E6-20130808","[1361281, 1361347, 1388766, 1390793, 1390837, 1390874, 1390904, 1391120, 1396974, 1398222]"
"CBN-Pla-F2-20130808","[1361141, 1361367, 1390874, 1390899, 1391207, 1394671, 1397463, 1398222, 1412857, 1651363]"
"CBN-Pla-F1-20130808","[1361141, 1361281, 1361367, 1361382, 1390793, 1390837, 1390883, 1390904, 1398222, 1654153]"
"CBN-Pla-C4-20130808","[1360269, 1364068, 1390899, 1395758, 1395807, 1395868, 1395870, 1396974, 1397042, 1418688]"
"CBN-Pla-F4-20130808","[1361141, 1361281, 1390793, 1390837, 1390874, 1390904, 1391120, 1396839, 1398222, 1651363]"
"CBN-Pla-F5-20130808","[1361281, 1390793, 1390802, 1390874, 1390899, 1390904, 1391120, 1396733, 1396839, 1397528]"
"CBN-Pla-F6-20130808","[1359511, 1359528, 1361281, 1361284, 1388766, 1390793, 1390802, 1394911, 1396974, 1418688]"
"CBN-Pla-F3-20130808","[1361141, 1361281, 1361367, 1390793, 1390815, 1391120, 1394671, 1396839, 1412857, 1737699]"
"CBN-Pla-A5-20130808","[1360140, 1360269, 1392241, 1395807, 1395862, 1395870, 1396094, 1418688, 1738749, 1741880]"
"CBN-Pla-B5-20130808","[1360269, 1391734, 1394366, 1395807, 1395868, 1395870, 1396094, 1397043, 1397528, 1741880]"
"CBN-Pla-A6-20130808","[1394366, 1395807, 1395862, 1395868, 1395870, 1396094, 1396733, 1396858, 1397500, 1741880]"
"CBN-Pla-B3-20130808","[1360874, 1388766, 1391120, 1394366, 1395807, 1396733, 1396974, 1397123, 1397500, 1397528]"
"CBN-Pla-B1-20130808","[1360269, 1388766, 1395807, 1395870, 1396733, 1396974, 1397042, 1397043, 1397528, 1400188]"
"CBN-Pla-C1-20130808","[1360140, 1389627, 1390793, 1391331, 1392535, 1395807, 1395868, 1396974, 1397528, 1418612]"
"CBN-Pla-C2-20130808","[1390793, 1390802, 1390815, 1390837, 1390874, 1390904, 1396839, 1396974, 1398222, 1722440]"
"CBN-Pla-C3-20130808","[1360269, 1390793, 1395807, 1395868, 1395870, 1396839, 1397500, 1397528, 1418688, 1741880]"
"CBN-Pla-D5-20130808","[1360269, 1360874, 1388766, 1395807, 1395868, 1395870, 1396733, 1396974, 1397500, 1397528]"
"CBN-Pla-E4-20130808","[1361141, 1388766, 1390793, 1390904, 1396839, 1396974, 1397528, 1398222, 1412857, 1418688]"
"CBN-Pla-E2-20130808","[1361281, 1362331, 1390793, 1390815, 1390904, 1391120, 1392407, 1394840, 1395949, 1418612]"
"CBN-Pla-E3-20130808","[1361141, 1390793, 1390874, 1390904, 1391120, 1391207, 1396839, 1397528, 1412857, 1651363]"
"CBN-Pla-D6-20130808","[1395807, 1395862, 1395868, 1395870, 1396094, 1396733, 1396974, 1397528, 1418688, 1741880]"
"CBN-Pla-D3-20130808","[1360269, 1388915, 1395807, 1395870, 1396060, 1396974, 1397042, 1397528, 1418688, 1741880]"
"CBN-Pla-E5-20130808","[1361141, 1361281, 1390793, 1390802, 1390874, 1390899, 1390904, 1391120, 1397423, 1398222]"
"CBN-Pla-D2-20130808","[1390756, 1390793, 1390874, 1391120, 1395807, 1396733, 1396974, 1397123, 1397547, 1418688]"
"CBN-Pla-E1-20130808","[1359587, 1361141, 1361281, 1361367, 1390793, 1390815, 1394595, 1394671, 1412857, 1651363]"
"CBN-Pla-D1-20130808","[1361141, 1390793, 1390904, 1391120, 1395807, 1396733, 1396974, 1397528, 1398222, 1737693]"
"CBN-Pla-B2-20130808","[1388766, 1390802, 1395807, 1395868, 1395870, 1396094, 1396733, 1396974, 1397528, 1741880]"
"CBN-Pla-B4-20130808","[1390793, 1390802, 1390899, 1391120, 1395807, 1395870, 1396733, 1396974, 1397528, 1398222]"
"CBN-Pla-B6-20130808","[1356422, 1388766, 1394366, 1395807, 1395862, 1395868, 1395870, 1397500, 1397528, 1418688]"
"CBN-PdlC-D6-20130903","[1359511, 1360140, 1390899, 1392747, 1395807, 1396094, 1396733, 1396858, 1738627, 1741880]"
"CBN-PdlC-E2-20130903","[1390793, 1390802, 1390899, 1391120, 1394311, 1395807, 1395868, 1396733, 1396974, 1737693]"
"CBN-PdlC-A3-20130903","[1360140, 1388766, 1394366, 1394643, 1395807, 1395870, 1396253, 1396974, 1412857, 1742053]"
"CBN-PdlC-D3-20130903","[1390793, 1391881, 1392747, 1396869, 1397528, 1609716, 1647128, 1647156, 1701831, 1744479]"
"CBN-PdlC-E1-20130903","[1388766, 1391120, 1394366, 1395807, 1395870, 1396094, 1396733, 1396974, 1400188, 1741880]"
"CBN-PdlC-D4-20130903","[1395758, 1395807, 1395862, 1395868, 1395870, 1396733, 1396858, 1418688, 1666930, 1741880]"
"CBN-PdlC-D5-20130903","[1359511, 1360874, 1361281, 1361347, 1363736, 1363740, 1391881, 1392299, 1395807, 1396858]"
"CBN-PdlC-C4-20130903","[1390793, 1390899, 1392747, 1395807, 1395870, 1396094, 1396974, 1397528, 1402995, 1741880]"
"CBN-PdlC-D1-20130903","[1360269, 1390899, 1395807, 1395868, 1395870, 1396094, 1396970, 1396974, 1418688, 1741880]"
"CBN-PdlC-F4-20130903","[1360874, 1362396, 1388766, 1391797, 1392608, 1392747, 1395807, 1396733, 1721018, 1738627]"
"CBN-PdlC-A2-20130903","[1360140, 1363736, 1388766, 1394866, 1395807, 1395868, 1396016, 1396733, 1396974, 1412857]"
"CBN-PdlC-A4-20130903","[1360748, 1360874, 1363282, 1392747, 1393224, 1395807, 1395868, 1396733, 1397475, 1397528]"
"CBN-PdlC-A5-20130903","[1359835, 1360269, 1388766, 1395807, 1395870, 1396733, 1396858, 1396974, 1397500, 1397528]"
"CBN-PdlC-B2-20130903","[1360299, 1391797, 1392606, 1392608, 1392611, 1392612, 1392614, 1392660, 1396974, 1400188]"
"CBN-PdlC-A6-20130903","[1358517, 1360269, 1391648, 1394952, 1395190, 1395870, 1397475, 1737701, 1741661, 1741880]"
"CBN-PdlC-D2-20130903","[1360269, 1363738, 1393619, 1394643, 1394865, 1395807, 1395870, 1412857, 1738847, 1742053]"
"CBN-PdlC-B3-20130903","[1360140, 1388766, 1389627, 1390793, 1391412, 1391797, 1394366, 1395807, 1397500, 1531145]"
"CBN-PdlC-B1-20130903","[1359835, 1360299, 1391797, 1392606, 1392608, 1392611, 1392612, 1392614, 1394366, 1737591]"
"CBN-PdlC-C5-20130903","[1360140, 1391309, 1392747, 1394366, 1395807, 1395862, 1395870, 1396094, 1396857, 1741880]"
"CBN-PdlC-E4-20130903","[1360269, 1361801, 1393253, 1395807, 1395868, 1395870, 1396733, 1396970, 1418688, 1741880]"
"CBN-PdlC-A1-20130903","[1391074, 1394366, 1394643, 1395718, 1395807, 1396733, 1397378, 1397471, 1412857, 1727501]"
"CBN-PdlC-F5-20130903","[1390793, 1390815, 1391120, 1391331, 1392241, 1395870, 1396253, 1396733, 1396974, 1398222]"
"CBN-PdlC-B6-20130903","[1360269, 1361367, 1395807, 1395868, 1395870, 1396843, 1396858, 1396974, 1418688, 1741880]"
"CBN-PdlC-F6-20130903","[1359511, 1361057, 1361554, 1390793, 1390802, 1390837, 1390899, 1390904, 1396869, 1398222]"
"CBN-PdlC-E3-20130903","[1361074, 1361141, 1361281, 1361284, 1361347, 1361389, 1362023, 1391666, 1392293, 1392299]"
"CBN-PdlC-B4-20130903","[1358517, 1360269, 1391648, 1391654, 1395190, 1395870, 1397475, 1737701, 1741661, 1741903]"
"CBN-PdlC-F3-20130903","[1361347, 1388766, 1391331, 1391797, 1392299, 1394366, 1395807, 1397528, 1400188, 1418688]"
"CBN-PdlC-C1-20130903","[1359511, 1360140, 1360269, 1363630, 1388766, 1392747, 1393810, 1395807, 1395870, 1397528]"
"CBN-PdlC-F1-20130903","[1360140, 1362729, 1388766, 1393253, 1395807, 1395870, 1396094, 1396733, 1398222, 1741880]"
"CBN-PdlC-F2-20130903","[1362729, 1388766, 1391331, 1392407, 1394866, 1395807, 1396733, 1397042, 1397528, 1400188]"
"CBN-PdlC-C3-20130903","[1359511, 1363543, 1363736, 1363740, 1388766, 1392747, 1395807, 1396857, 1397528, 1400188]"
"CBN-PdlC-B5-20130903","[1394366, 1395807, 1395868, 1395870, 1395949, 1396858, 1397475, 1737701, 1741661, 1741880]"
"CBN-PdlC-E6-20130903","[1388766, 1390793, 1395807, 1395870, 1396253, 1396733, 1396843, 1396970, 1397528, 1418688]"
"CBN-PdlC-E5-20130903","[1360269, 1360874, 1393708, 1395807, 1395868, 1395870, 1396733, 1397042, 1721018, 1737507]"
"CBN-PdlC-C6-20130903","[1359511, 1363282, 1363736, 1363738, 1363740, 1388766, 1392747, 1396857, 1396858, 1738627]"
"CBN-PdlC-C2-20130903","[1360140, 1360269, 1395807, 1395868, 1395870, 1396094, 1396857, 1396858, 1396974, 1741880]"
"CBN-Pla-D2-20130904","[1360874, 1361281, 1390793, 1390802, 1390899, 1394542, 1396733, 1396858, 1397528, 1737693]"
"CBN-Pla-B2-20130904","[1390793, 1390802, 1390899, 1395807, 1395862, 1395868, 1395870, 1396094, 1397528, 1741880]"
"CBN-Pla-C3-20130904","[1361141, 1388766, 1390793, 1390802, 1390899, 1391120, 1395807, 1396733, 1397528, 1651363]"
"CBN-Pla-D3-20130904","[1359511, 1362246, 1390899, 1395807, 1395870, 1396792, 1396974, 1397528, 1609716, 1741880]"
"CBN-Pla-E1-20130904","[1361141, 1361281, 1361284, 1361367, 1389627, 1392198, 1392407, 1394311, 1636731, 1651363]"
"CBN-Pla-A2-20130904","[1360269, 1390802, 1390899, 1395807, 1395862, 1395868, 1395870, 1396974, 1397528, 1741880]"
"CBN-Pla-D4-20130904","[1360269, 1361284, 1390802, 1390899, 1391412, 1391881, 1395807, 1395868, 1396733, 1397528]"
"CBN-Pla-E4-20130904","[1361141, 1361281, 1361284, 1361347, 1390793, 1392299, 1392323, 1394311, 1651363, 1722440]"
"CBN-Pla-D1-20130904","[1361141, 1361281, 1361347, 1389929, 1390793, 1390802, 1394311, 1395868, 1651363, 1651485]"
"CBN-Pla-B3-20130904","[1361141, 1390793, 1390802, 1390815, 1390899, 1392747, 1394311, 1395807, 1397528, 1737693]"
"CBN-Pla-E5-20130904","[1361141, 1361347, 1390793, 1390802, 1390837, 1390898, 1392299, 1394671, 1396843, 1737693]"
"CBN-Pla-C1-20130904","[1361141, 1362331, 1388766, 1390793, 1391331, 1396839, 1397528, 1400188, 1519650, 1651363]"
"CBN-Pla-A3-20130904","[1360269, 1395807, 1395862, 1395868, 1395870, 1396094, 1396733, 1397500, 1666930, 1741880]"
"CBN-Pla-E6-20130904","[1361141, 1361281, 1361284, 1361347, 1361367, 1390793, 1392299, 1394311, 1722435, 1737699]"
"CBN-Pla-F2-20130904","[1356359, 1361141, 1361281, 1361367, 1362331, 1390899, 1390904, 1391120, 1391207, 1392407]"
"CBN-Pla-F5-20130904","[1356359, 1361367, 1362331, 1390793, 1390837, 1390866, 1390904, 1392407, 1396839, 1398222]"
"CBN-Pla-C5-20130904","[1390793, 1390899, 1390904, 1395807, 1395868, 1395870, 1396094, 1396839, 1398222, 1418688]"
"CBN-Pla-B5-20130904","[1393968, 1394366, 1396094, 1396733, 1396857, 1396858, 1396974, 1397528, 1398772, 1697384]"
"CBN-Pla-B4-20130904","[1356359, 1359511, 1361347, 1388766, 1390793, 1391412, 1392299, 1396733, 1396974, 1397528]"
"CBN-Pla-C6-20130904","[1360269, 1390899, 1395807, 1395862, 1395868, 1395870, 1396094, 1396858, 1396974, 1397528]"
"CBN-Pla-A1-20130904","[1388766, 1390899, 1391120, 1395807, 1396733, 1396974, 1397528, 1418688, 1737693, 1741880]"
"CBN-Pla-A4-20130904","[1360269, 1390899, 1392241, 1395807, 1395862, 1395868, 1395870, 1396094, 1418688, 1741880]"
"CBN-Pla-B1-20130904","[1360269, 1394366, 1395758, 1395807, 1395862, 1395868, 1395870, 1396733, 1396858, 1741880]"
"CBN-Pla-F3-20130904","[1356359, 1361141, 1361281, 1361284, 1361367, 1362592, 1390904, 1391207, 1394311, 1394671]"
"CBN-Pla-D5-20130904","[1360269, 1388766, 1390899, 1391120, 1395807, 1395868, 1395870, 1396733, 1396974, 1397528]"
"CBN-Pla-C4-20130904","[1361141, 1390793, 1390802, 1390874, 1392299, 1395807, 1395868, 1395870, 1418688, 1737693]"
"CBN-Pla-B6-20130904","[1360874, 1362729, 1390802, 1391881, 1394671, 1395807, 1395868, 1396094, 1396858, 1397528]"
"CBN-Pla-A5-20130904","[1360269, 1390802, 1391412, 1395807, 1395862, 1395870, 1396094, 1666930, 1737701, 1741880]"
"CBN-Pla-F1-20130904","[1359511, 1361141, 1361367, 1362331, 1388766, 1390639, 1390793, 1391207, 1394671, 1396974]"
"CBN-Pla-D6-20130904","[1390802, 1394366, 1395807, 1395868, 1395870, 1396094, 1396733, 1397500, 1397528, 1741880]"
"CBN-Pla-C2-20130904","[1361141, 1361281, 1390793, 1390815, 1392299, 1394311, 1394542, 1396974, 1397528, 1722440]"
"CBN-Pla-A6-20130904","[1360269, 1362729, 1390899, 1395807, 1395868, 1395870, 1396094, 1396733, 1396970, 1397528]"
"CBN-Pla-E2-20130904","[1390793, 1390899, 1390904, 1391120, 1392407, 1395718, 1396839, 1398222, 1412857, 1737720]"
"CBN-Pla-F4-20130904","[1356359, 1361091, 1361141, 1361373, 1361382, 1390793, 1390837, 1390866, 1392299, 1394311]"
"CBN-Pla-F6-20130904","[1361233, 1361281, 1361284, 1361347, 1361367, 1390793, 1390904, 1392299, 1396974, 1397528]"
"CBN-Pla-E3-20130904","[1390793, 1390866, 1391120, 1394840, 1394847, 1394866, 1396094, 1396733, 1396839, 1651363]"
"CBN-PdlC-F6-20140630","[1361057, 1361077, 1361382, 1390761, 1390793, 1390837, 1390904, 1391476, 1398222, 1654153]"
"CBN-PdlC-E2-20140630","[1362331, 1388766, 1390793, 1390837, 1390874, 1390904, 1391120, 1391797, 1394530, 1396733]"
"CBN-PdlC-F2-20140630","[1356422, 1388766, 1391331, 1394595, 1394910, 1395807, 1396733, 1397231, 1400188, 1664563]"
"CBN-PdlC-F1-20140630","[1356399, 1356422, 1388766, 1393947, 1394595, 1394598, 1394910, 1394911, 1395807, 1400188]"
"CBN-PdlC-F3-20140630","[1361141, 1361281, 1361284, 1361347, 1390837, 1392299, 1392608, 1394866, 1722435, 1737507]"
"CBN-PdlC-B6-20140630","[1361801, 1366028, 1389627, 1391412, 1392761, 1395949, 1396969, 1396971, 1737422, 1737701]"
"CBN-PdlC-E6-20140630","[1390793, 1390802, 1390837, 1390866, 1390899, 1390904, 1391412, 1395868, 1398222, 1737684]"
"CBN-PdlC-E1-20140630","[1361141, 1362331, 1388766, 1393200, 1394595, 1394598, 1395807, 1396733, 1398222, 1737507]"
"CBN-PdlC-F5-20140630","[1361281, 1361373, 1362331, 1390793, 1390837, 1390899, 1394605, 1394608, 1397299, 1418688]"
"CBN-PdlC-E5-20140630","[1359740, 1361338, 1361361, 1363456, 1363885, 1390793, 1390899, 1391120, 1393200, 1398222]"
"CBN-PdlC-A6-20140630","[1360269, 1391412, 1395190, 1395862, 1395870, 1395943, 1396971, 1397475, 1737701, 1741880]"
"CBN-PdlC-E4-20140630","[1388766, 1390866, 1390874, 1394366, 1395807, 1396094, 1396733, 1397528, 1398222, 1737507]"
"CBN-PdlC-B5-20140630","[1359684, 1361112, 1361130, 1363261, 1363477, 1396045, 1399923, 1722407, 1722435, 1723120]"
"CBN-PdlC-E3-20140630","[1361141, 1361233, 1361382, 1390793, 1390802, 1390837, 1390872, 1398222, 1651363, 1722440]"
"CBN-PdlC-F4-20140630","[1358746, 1358752, 1360872, 1360874, 1393200, 1396733, 1397108, 1397123, 1397500, 1737422]"
"CBN-PdlC-C2-20140721","[1388766, 1389627, 1390837, 1390904, 1394643, 1396839, 1398222, 1412857, 1737701, 1742053]"
"CBN-PdlC-A1-20140721","[1356883, 1388766, 1389627, 1391074, 1391331, 1394911, 1396839, 1396974, 1412857, 1738042]"
"CBN-PdlC-C3-20140721","[1359511, 1361373, 1389627, 1390866, 1390904, 1391120, 1394911, 1396974, 1400188, 1402995]"
"CBN-PdlC-D4-20140721","[1359511, 1360140, 1363738, 1388766, 1391331, 1394289, 1395807, 1400188, 1727501, 1737507]"
"CBN-PdlC-E1-20140721","[1360269, 1395807, 1395862, 1395868, 1395870, 1396094, 1397528, 1398222, 1400188, 1741880]"
"CBN-PdlC-F1-20140721","[1360269, 1362273, 1395807, 1395868, 1395870, 1396094, 1396097, 1397070, 1397528, 1741880]"
"CBN-PdlC-E2-20140721","[1360269, 1360874, 1389543, 1394597, 1395807, 1396094, 1396858, 1396974, 1397500, 1397528]"
"CBN-PdlC-E3-20140721","[1361074, 1361141, 1361281, 1361347, 1390815, 1390910, 1392299, 1395807, 1395870, 1722440]"
"CBN-PdlC-F6-20140721","[1359511, 1360874, 1388766, 1390793, 1390899, 1390910, 1396857, 1397500, 1397524, 1397528]"
"CBN-PdlC-E5-20140721","[1358147, 1360872, 1360874, 1363622, 1364071, 1388766, 1393708, 1395807, 1397123, 1721018]"
"CBN-PdlC-F3-20140721","[1360874, 1388766, 1389543, 1389627, 1391331, 1395807, 1395870, 1396974, 1397528, 1400188]"
"CBN-PdlC-D6-20140721","[1359511, 1390793, 1390866, 1390904, 1391120, 1395949, 1396169, 1396839, 1396974, 1398222]"
"CBN-PdlC-F2-20140721","[1364066, 1388766, 1393214, 1394671, 1395807, 1395855, 1396094, 1396733, 1396974, 1397528]"
"CBN-PdlC-E6-20140721","[1360140, 1360874, 1362729, 1390899, 1395807, 1395870, 1396869, 1397528, 1397547, 1741880]"
"CBN-PdlC-F5-20140721","[1359511, 1363736, 1363741, 1388766, 1390883, 1392747, 1395807, 1396733, 1397528, 1400188]"
"CBN-PdlC-A6-20140721","[1358517, 1360269, 1360322, 1391648, 1395190, 1395807, 1395868, 1397475, 1418688, 1741661]"
"CBN-PdlC-E4-20140721","[1360874, 1388766, 1395807, 1395870, 1396733, 1397123, 1397500, 1397528, 1400188, 1741880]"
"CBN-PdlC-B1-20140721","[1360299, 1391797, 1392608, 1392611, 1392614, 1393213, 1394438, 1395044, 1396261, 1737591]"
"CBN-PdlC-B4-20140721","[1358500, 1358517, 1391648, 1391797, 1395190, 1396843, 1397475, 1737701, 1741661, 1741903]"
"CBN-PdlC-D3-20140721","[1359952, 1360140, 1362453, 1388766, 1390793, 1394911, 1395807, 1397461, 1413349, 1647128]"
"CBN-PdlC-B3-20140721","[1360140, 1388766, 1389627, 1390899, 1392407, 1394911, 1395807, 1396974, 1397547, 1412857]"
"CBN-PdlC-A3-20140721","[1356882, 1360874, 1388766, 1391074, 1393200, 1397500, 1397547, 1397549, 1412857, 1721513]"
"CBN-PdlC-B2-20140721","[1360299, 1391797, 1391798, 1392606, 1392608, 1392611, 1392612, 1392614, 1394840, 1396261]"
"CBN-PdlC-D2-20140721","[1360140, 1390793, 1390802, 1390866, 1391074, 1392066, 1392067, 1395807, 1412857, 1531145]"
