"quadrat_id","species_ids"
"CBN-Pla-A6-20130808","[1390793, 1395807, 1395870, 1397043, 1741880]"
"CBN-Pla-B3-20130808","[1391120, 1395807, 1396253]"
"CBN-Pla-B1-20130808","[1363622, 1393369, 1395807, 1395870, 1396253, 1397500, 1418612, 1654153, 1738749]"
"CBN-Pla-C1-20130808","[1361347, 1362023, 1390793, 1390837, 1391120, 1392407, 1392535, 1394311, 1394598, 1394603, 1395807, 1395870, 1397535, 1528543]"
"CBN-Pla-C2-20130808","[1359511, 1359973, 1360141, 1361347, 1390793, 1390837, 1392299, 1395807, 1395870, 1396144, 1396253, 1400175, 1412857, 1722440, 1741880]"
"CBN-Pla-C3-20130808","[1361347, 1361389, 1363016, 1394643, 1395807, 1400176, 1418612]"
"CBN-Pla-D5-20130808","[1390793, 1391331, 1395807, 1395870, 1396253, 1396843]"
"CBN-Pla-E4-20130808","[1361347, 1390793, 1390837, 1394828, 1395807, 1395870, 1396253, 1396733, 1396843]"
"CBN-Pla-E2-20130808","[1359511, 1390793, 1390837, 1393679, 1394542, 1396144, 1396253, 1412857, 1419901, 1738749, 1741880]"
"CBN-Pla-E3-20130808","[1362331, 1390793, 1390837, 1391120, 1394375, 1394542, 1396144, 1396253, 1654153]"
"CBN-Pla-D6-20130808","[1395807, 1395870, 1396843]"
"CBN-Pla-D3-20130808","[1390793, 1390837, 1395807, 1395870, 1397049, 1741880]"
"CBN-Pla-E5-20130808","[1361347, 1390793, 1390837, 1392299, 1392535, 1395807, 1396253, 1412857, 1738627]"
"CBN-Pla-D2-20130808","[1359835, 1361347, 1394311, 1395807, 1395870]"
"CBN-Pla-E1-20130808","[1358701, 1359511, 1361077, 1363741, 1390837, 1392535, 1393612, 1393836, 1394597, 1396015, 1396144, 1396253, 1396843, 1418612]"
"CBN-Pla-D1-20130808","[1361347, 1390904, 1391120, 1395807, 1395870, 1396253, 1397528]"
"CBN-Pla-B2-20130808","[1395807, 1395870, 1741880, 1743471]"
"CBN-Pla-B4-20130808","[1361347, 1361701, 1395807, 1395870]"
"CBN-Pla-B6-20130808","[1359511, 1360269, 1361372, 1395807, 1396144, 1396253]"
"CBN-PdlC-D6-20130903","[1359511, 1363499, 1390793, 1392747, 1395807, 1395870, 1397043, 1397528]"
"CBN-PdlC-E2-20130903","[1392299, 1394443, 1395807, 1737693]"
"CBN-PdlC-A3-20130903","[1359511, 1360140, 1360874, 1389328, 1391092, 1392608, 1392612, 1394643, 1395807, 1396167, 1397500, 1412857, 1609716]"
"CBN-PdlC-D3-20130903","[1359511, 1362424, 1390837, 1395807, 1397208, 1413349, 1647128]"
"CBN-PdlC-E1-20130903","[1390793, 1392535, 1392608, 1392612, 1395807, 1395870, 1396253, 1396825, 1412857, 1418688, 1743471]"
"CBN-PdlC-D4-20130903","[1361367, 1390837, 1392608, 1392612, 1394643, 1395758, 1395807, 1395870, 1396253, 1412857, 1413349, 1647128, 1654153, 1738749]"
"CBN-PdlC-D5-20130903","[1361347, 1363499, 1390793, 1392299, 1392608, 1395807, 1395870, 1397042, 1737693]"
"CBN-PdlC-C4-20130903","[1359511, 1363016, 1395807, 1395870, 1396253, 1741880]"
"CBN-PdlC-D1-20130903","[1359511, 1390793, 1395807, 1395870, 1396253, 1654153]"
"CBN-PdlC-F4-20130903","[1359511, 1360299, 1360570, 1361592, 1362485, 1386773, 1390495, 1390793, 1392608, 1392611, 1392612, 1393200, 1393679, 1393687, 1394366, 1394542, 1395807, 1395870, 1397065, 1397500]"
"CBN-PdlC-A2-20130903","[1394643, 1395807, 1412857, 1738749]"
"CBN-PdlC-A4-20130903","[1356082, 1359662, 1360299, 1390793, 1392608, 1393200, 1395190, 1395807, 1395870, 1397074, 1397475, 1397500, 1743984]"
"CBN-PdlC-A5-20130903","[1390659, 1395190, 1395807, 1395870, 1397475, 1397500, 1418211]"
"CBN-PdlC-B2-20130903","[1359511, 1360299, 1392608, 1392611, 1392612, 1393200, 1394910, 1395807, 1414270]"
"CBN-PdlC-A6-20130903","[1358024, 1359616, 1360590, 1395190, 1395807, 1395870, 1396253, 1397475, 1399738, 1646703, 1738749]"
"CBN-PdlC-D2-20130903","[1359511, 1363016, 1390793, 1390837, 1394643, 1395807, 1396253, 1396869, 1400181, 1412857, 1741880]"
"CBN-PdlC-B3-20130903","[1356286, 1360269, 1395807, 1738749]"
"CBN-PdlC-B1-20130903","[1360299, 1390793, 1392608, 1392612, 1392747, 1393200, 1393660, 1394643, 1395807, 1399923, 1412857, 1738749]"
"CBN-PdlC-C5-20130903","[1359511, 1363016, 1363741, 1390793, 1394311, 1395807, 1395870, 1397432]"
"CBN-PdlC-E4-20130903","[1358682, 1359511, 1360874, 1361347, 1392608, 1394910, 1395807, 1395870, 1396253, 1396869, 1397528]"
"CBN-PdlC-A1-20130903","[1360748, 1361338, 1392608, 1395807, 1397500, 1412857, 1418612, 1738749]"
"CBN-PdlC-F5-20130903","[1390793, 1390837, 1391798, 1394542, 1395807, 1396253, 1400176, 1654153]"
"CBN-PdlC-B6-20130903","[1361367, 1361801, 1362331, 1363016, 1393224, 1393660, 1395807, 1395870, 1397158, 1397475, 1397500, 1654153, 1728709, 1738749, 1741880]"
"CBN-PdlC-F6-20130903","[1359511, 1390761, 1390793, 1390837, 1394577, 1395807, 1396253, 1396843, 1654153]"
"CBN-PdlC-E3-20130903","[1361347, 1362331, 1363016, 1391331, 1392299, 1395807, 1396253, 1397430]"
"CBN-PdlC-B4-20130903","[1391652, 1395190, 1395870, 1397475, 1399738, 1741661]"
"CBN-PdlC-F3-20130903","[1358733, 1363016, 1390837, 1392299, 1392608, 1392612, 1393836, 1395807, 1396253, 1397107, 1412857]"
"CBN-PdlC-C1-20130903","[1359301, 1359511, 1360874, 1363016, 1392299, 1395807, 1395870, 1396253, 1650228, 1741624, 1741706]"
"CBN-PdlC-F1-20130903","[1360269, 1390657, 1392535, 1395807, 1395862, 1395870, 1412857, 1418688, 1741880]"
"CBN-PdlC-F2-20130903","[1359511, 1390793, 1392535, 1394641, 1394643, 1395807, 1396253, 1397528, 1412857, 1609716]"
"CBN-PdlC-C3-20130903","[1359511, 1359684, 1359937, 1361347, 1363016, 1392299, 1395807, 1395870, 1412857]"
"CBN-PdlC-B5-20130903","[1360269, 1361801, 1395190, 1395758, 1395807, 1395870, 1397475, 1738749]"
"CBN-PdlC-E6-20130903","[1360945, 1390793, 1393228, 1395807, 1395870, 1396253, 1396843, 1396869, 1397423, 1397500, 1397551]"
"CBN-PdlC-E5-20130903","[1360299, 1389244, 1390793, 1391734, 1392608, 1392612, 1393200, 1394828, 1395807, 1395870, 1396253, 1396296, 1397046, 1397500]"
"CBN-PdlC-C6-20130903","[1359511, 1360864, 1393200, 1395807, 1396253]"
"CBN-PdlC-C2-20130903","[1390793, 1392299, 1394311, 1394375, 1394643, 1395807, 1395870, 1397043, 1412857, 1737693, 1741880]"
"CBN-Pla-D2-20130904","[1361347, 1361389, 1364066, 1390837, 1394311, 1395807, 1395870, 1395937, 1396843, 1396871, 1397500, 1412857, 1654153]"
"CBN-Pla-B2-20130904","[1361347, 1363434, 1390793, 1394311, 1395807, 1395870, 1654153, 1697384, 1737693, 1741880]"
"CBN-Pla-C3-20130904","[1390793, 1390837, 1392299, 1395807, 1400176, 1418612]"
"CBN-Pla-D3-20130904","[1359511, 1390837, 1391120, 1392299, 1393625, 1395807, 1395870, 1741880]"
"CBN-Pla-E1-20130904","[1359511, 1390793, 1390837, 1392407, 1392535, 1395949, 1396253, 1396733, 1396843, 1418612]"
"CBN-Pla-A2-20130904","[1390904, 1394311, 1394542, 1394605, 1394641, 1394643, 1395758, 1395807, 1395870, 1395973, 1396015]"
"CBN-Pla-D4-20130904","[1361389, 1361801, 1388766, 1390793, 1395807, 1395870, 1397043, 1418612, 1741880]"
"CBN-Pla-E4-20130904","[1361347, 1392293, 1394438, 1394542, 1394577, 1396253, 1396843, 1412857, 1418612, 1609716]"
"CBN-Pla-D1-20130904","[1359511, 1361347, 1361389, 1388915, 1390793, 1394542, 1395807, 1396253, 1400176, 1412857]"
"CBN-Pla-B3-20130904","[1356320, 1361347, 1390793, 1391734, 1395807, 1396253, 1737693, 1741880, 1744571]"
"CBN-Pla-E5-20130904","[1359511, 1361099, 1361347, 1361389, 1388766, 1390793, 1390837, 1392299, 1395807, 1396869, 1412857, 1482204, 1737591, 1738627]"
"CBN-Pla-C1-20130904","[1388766, 1390793, 1390837, 1392299, 1392541, 1392565, 1395807, 1395870, 1397059, 1418612, 1654153]"
"CBN-Pla-A3-20130904","[1360269, 1395807, 1395870]"
"CBN-Pla-E6-20130904","[1361347, 1392299, 1395807, 1397500, 1412857, 1609716]"
"CBN-Pla-F2-20130904","[1359511, 1390837, 1392066, 1394542, 1394643, 1412857, 1418612, 1647128]"
"CBN-Pla-F5-20130904","[1359511, 1361347, 1361389, 1390793, 1390837, 1392299, 1394311, 1395807, 1396253, 1396843, 1654153, 1743471]"
"CBN-Pla-C5-20130904","[1359511, 1361347, 1390793, 1395807, 1395870, 1396144, 1397491]"
"CBN-Pla-B5-20130904","[1360269, 1361367, 1392299, 1395807, 1697384]"
"CBN-Pla-B4-20130904","[1361347, 1390837, 1392299, 1394366, 1395807, 1396970, 1397043, 1737693]"
"CBN-Pla-C6-20130904","[1361347, 1390793, 1390837, 1392299, 1395807, 1395870, 1741880]"
"CBN-Pla-A1-20130904","[1392299, 1393317, 1395190, 1395807, 1395870, 1397475, 1412857]"
"CBN-Pla-A4-20130904","[1395807, 1395870, 1397043, 1737693, 1741880]"
"CBN-Pla-B1-20130904","[1360269, 1390874, 1394542, 1394605, 1395807, 1395870, 1396253, 1738749]"
"CBN-Pla-F3-20130904","[1359511, 1361347, 1361389, 1361883, 1394438, 1396253, 1412857]"
"CBN-Pla-D5-20130904","[1359511, 1364066, 1390793, 1391120, 1395807, 1396843, 1397500, 1609716]"
"CBN-Pla-C4-20130904","[1359511, 1361389, 1390837, 1394366, 1395807, 1395870]"
"CBN-Pla-B6-20130904","[1359511, 1361347, 1392299, 1395807, 1396144, 1397500, 1397528]"
"CBN-Pla-A5-20130904","[1361347, 1395807, 1395870, 1412857, 1741880]"
"CBN-Pla-F1-20130904","[1356460, 1359511, 1361367, 1390793, 1741624, 1743471]"
"CBN-Pla-D6-20130904","[1395807, 1395870, 1396843, 1396869, 1397500]"
"CBN-Pla-C2-20130904","[1361347, 1390837, 1391734, 1392299, 1395112, 1395807, 1395870, 1396253, 1396843, 1397500, 1412857, 1741880]"
"CBN-Pla-A6-20130904","[1359511, 1361347, 1390793, 1395807, 1395870, 1418612, 1741880]"
"CBN-Pla-E2-20130904","[1359036, 1390793, 1390837, 1391120, 1394603, 1396144, 1396253, 1396272, 1397461, 1412857, 1741624]"
"CBN-Pla-F4-20130904","[1361367, 1388766, 1390793, 1390837, 1392299, 1394311, 1395807, 1412857, 1418612]"
"CBN-Pla-F6-20130904","[1359511, 1360874, 1361347, 1392299, 1395807, 1396253, 1396843, 1396869, 1609716]"
"CBN-Pla-E3-20130904","[1361347, 1390837, 1392293, 1392299, 1394311, 1396015, 1396144, 1396253, 1412857, 1418612, 1737693]"
"CBN-PdlC-F6-20140630","[1357317, 1361701, 1390756, 1390793, 1390837, 1390904, 1390910, 1392535, 1397363, 1400132, 1418612]"
"CBN-PdlC-E2-20140630","[1363016, 1390837, 1392535, 1394311, 1394643, 1395870, 1396144, 1397486, 1412857, 1741880]"
"CBN-PdlC-F2-20140630","[1359511, 1359973, 1360299, 1361652, 1364071, 1391309, 1392299, 1392535, 1392541, 1392608, 1394910, 1395807, 1395870, 1397123, 1397403, 1397500, 1400110, 1412857, 1609716, 1664563]"
"CBN-PdlC-F1-20140630","[1363016, 1363618, 1392535, 1394597, 1394910, 1395807, 1396253, 1397528, 1418612, 1609716, 1741880]"
"CBN-PdlC-F3-20140630","[1359511, 1360299, 1362273, 1364071, 1390837, 1390870, 1392541, 1392608, 1393200, 1393619, 1609716, 1722440]"
"CBN-PdlC-B6-20140630","[1358099, 1358627, 1359937, 1361598, 1361801, 1363016, 1392655, 1393200, 1397513, 1397535, 1419225, 1737693, 1738749]"
"CBN-PdlC-E6-20140630","[1359511, 1361045, 1390532, 1390793, 1390837, 1390904, 1392541, 1393200, 1394603, 1394898, 1395870, 1397500, 1418612, 1609716, 1664563]"
"CBN-PdlC-E1-20140630","[1360299, 1362729, 1390793, 1390837, 1392535, 1392541, 1392608, 1392612, 1394597, 1394598, 1394603, 1395807, 1396144, 1407739, 1412857, 1609716]"
"CBN-PdlC-F5-20140630","[1360299, 1363016, 1388766, 1390793, 1390837, 1392608, 1392612, 1395870, 1396169, 1396253, 1737507]"
"CBN-PdlC-E5-20140630","[1360299, 1361701, 1363016, 1388766, 1390793, 1390837, 1391495, 1392608, 1393200, 1393748, 1394866, 1395044, 1418612]"
"CBN-PdlC-A6-20140630","[1356567, 1360269, 1363741, 1369309, 1395870, 1396971, 1397475, 1722433, 1738749, 1741776]"
"CBN-PdlC-E4-20140630","[1356402, 1359511, 1360299, 1390495, 1390837, 1392565, 1392608, 1393200, 1395807, 1396253, 1609716, 1724565]"
"CBN-PdlC-B5-20140630","[1361703, 1393312]"
"CBN-PdlC-E3-20140630","[1359511, 1361233, 1361347, 1390837, 1395949, 1396253, 1397535, 1418612, 1722440]"
"CBN-PdlC-F4-20140630","[1359511, 1359750, 1363016, 1390793, 1390837, 1392608, 1393200, 1396253, 1397430, 1397500, 1402995, 1722440]"
"CBN-PdlC-C2-20140721","[1357314, 1390793, 1390837, 1394643, 1395807, 1396144, 1397500, 1412857, 1414270, 1738749]"
"CBN-PdlC-A1-20140721","[1360299, 1392608, 1393619, 1394911, 1395807, 1395949, 1396144, 1396253, 1412857, 1738749]"
"CBN-PdlC-C3-20140721","[1358746, 1359511, 1361347, 1362729, 1363543, 1390929, 1392541, 1393200, 1394603, 1395870, 1396253, 1412857, 1609716, 1741880]"
"CBN-PdlC-D4-20140721","[1392535, 1392608, 1393702, 1395807, 1395870, 1396169, 1396253, 1396316, 1397471, 1412857, 1418612, 1654153, 1741880]"
"CBN-PdlC-E1-20140721","[1363016, 1390793, 1390910, 1391309, 1392608, 1392612, 1393947, 1393965, 1393967, 1394643, 1395531, 1395807, 1395870, 1396253, 1397528, 1412857, 1482204]"
"CBN-PdlC-F1-20140721","[1362273, 1391309, 1395807, 1395870, 1395942, 1396094, 1396144, 1396253, 1397528, 1741880]"
"CBN-PdlC-E2-20140721","[1360874, 1361647, 1391767, 1395807, 1397528, 1412857, 1654153]"
"CBN-PdlC-E3-20140721","[1360874, 1361347, 1394663, 1395807, 1395870, 1396253, 1397123]"
"CBN-PdlC-F6-20140721","[1359511, 1361367, 1390793, 1392535, 1392774, 1394311, 1395807, 1395870, 1396843, 1412585]"
"CBN-PdlC-E5-20140721","[1359511, 1360299, 1360874, 1361382, 1364071, 1390793, 1392608, 1393200, 1395807, 1395870, 1396253, 1396843, 1397123, 1397500, 1738592, 1741880]"
"CBN-PdlC-F3-20140721","[1360874, 1388766, 1392608, 1394663, 1395807, 1396094, 1397430, 1397528, 1609716, 1654153, 1722440]"
"CBN-PdlC-D6-20140721","[1356109, 1359511, 1390782, 1390837, 1395807, 1395870, 1396253, 1707089, 1738749]"
"CBN-PdlC-F2-20140721","[1362273, 1391310, 1392535, 1393947, 1394597, 1395807, 1395870, 1396253, 1397528, 1412857]"
"CBN-PdlC-E6-20140721","[1359511, 1360269, 1362729, 1364071, 1390793, 1391120, 1393708, 1395807, 1395870, 1396253, 1396843, 1396869, 1414270]"
"CBN-PdlC-F5-20140721","[1357317, 1359511, 1360878, 1388766, 1390793, 1390846, 1390910, 1392608, 1392612, 1393708, 1395807, 1395870, 1396253, 1397551]"
"CBN-PdlC-A6-20140721","[1360140, 1360269, 1393200, 1393660, 1395190, 1395807, 1395870, 1397475, 1397500]"
"CBN-PdlC-E4-20140721","[1359511, 1360269, 1360874, 1392608, 1392612, 1395807, 1395870, 1396253, 1741880]"
"CBN-PdlC-B1-20140721","[1358746, 1360299, 1363424, 1390837, 1392608, 1393200, 1393245, 1395807, 1397363, 1412857, 1667464, 1738749]"
"CBN-PdlC-B4-20140721","[1391878, 1397475, 1397500, 1412857]"
"CBN-PdlC-D3-20140721","[1359511, 1362729, 1390793, 1390837, 1397535, 1412857, 1413349, 1647128]"
"CBN-PdlC-B3-20140721","[1360140, 1364066, 1388915, 1392535, 1392541, 1393200, 1394898, 1395807, 1397043, 1412857, 1738749]"
"CBN-PdlC-A3-20140721","[1356882, 1360140, 1360299, 1360874, 1363992, 1364066, 1388766, 1392608, 1392612, 1393200, 1393619, 1395807, 1395870, 1396143, 1396253, 1397500, 1412857, 1738749]"
"CBN-PdlC-B2-20140721","[1360140, 1360299, 1392608, 1392612, 1394911, 1418211, 1550182, 1741880]"
"CBN-PdlC-D2-20140721","[1355928, 1359511, 1390793, 1390837, 1392534, 1393619, 1394643, 1396253, 1397471, 1412857, 1738749]"
"CBN-PdlC-C1-20140721","[1356424, 1359511, 1360984, 1390793, 1390837, 1393200, 1397500, 1397524, 1402995]"
"CBN-PdlC-B6-20140721","[1359511, 1388916, 1393708, 1395807, 1395870, 1397475]"
"CBN-PdlC-D1-20140721","[1392608, 1395807, 1395870, 1396253, 1397500, 1741880]"
"CBN-PdlC-B5-20140721","[1392535, 1395807, 1395870, 1397043, 1397475, 1738749]"
"CBN-PdlC-C6-20140721","[1359511, 1361077, 1388766, 1390837, 1392608, 1395807, 1395870, 1396253]"
"CBN-PdlC-C5-20140721","[1359511, 1361057, 1361367, 1364066, 1390793, 1390837, 1395807, 1395870, 1396253, 1741880]"
"CBN-PdlC-A2-20140721","[1388766, 1390837, 1392541, 1394597, 1395807, 1396253, 1412857, 1738749]"
"CBN-PdlC-C4-20140721","[1359511, 1363016, 1390782, 1390793, 1391120, 1393200, 1394311, 1395807, 1395870, 1418612, 1419225]"
"CBN-PdlC-D5-20140721","[1359511, 1360299, 1361233, 1363016, 1390837, 1392299, 1392608, 1395807, 1412857, 1654153]"
"CBN-PdlC-A5-20140721","[1393660, 1395807, 1395870, 1396253, 1397042, 1397475, 1741880]"
"CBN-Pla-B1-20140722","[1361382, 1390837, 1391120, 1418612, 1738749, 1741589, 1743471]"
"CBN-Pla-F6-20140722","[1361338, 1361347, 1390837, 1392299, 1392407, 1395085, 1418612]"
"CBN-Pla-F3-20140722","[1390793, 1390837, 1394438, 1396015, 1396253, 1412857, 1418612, 1482204, 1654153, 1722440]"
"CBN-Pla-B4-20140722","[1361347, 1390793, 1390837, 1392299, 1743471]"
"CBN-Pla-D1-20140722","[1390793, 1390837, 1391120, 1396733, 1418612]"
"CBN-Pla-B5-20140722","[1361045, 1390793, 1418612, 1744571]"
"CBN-Pla-F4-20140722","[1361367, 1390793, 1390837, 1390870, 1395952, 1418612]"
"CBN-Pla-B6-20140722","[1359511, 1390793, 1390837, 1390904, 1393965, 1396015, 1396144, 1418612, 1738749]"
